,nid,jid,FullName,Last Name,First Name,Middle Name,Suffix,Birth Month,Birth Day,Birth Year,Birth City,Birth State,Death Month,Death Day,Death Year,Death City,Death State,Gender,Race or Ethnicity,Court Type (1),Court Name (1),Appointment Title (1),Appointing President (1),Party of Appointing President (1),Reappointing President (1),Party of Reappointing President (1),ABA Rating (1),Seat ID (1),Statute Authorizing New Seat (1),Recess Appointment Date (1),Nomination Date (1),Committee Referral Date (1),Hearing Date (1),Judiciary Committee Action (1),Committee Action Date (1),Senate Vote Type (1),Ayes/Nays (1),Confirmation Date (1),Commission Date (1),"Service as Chief Judge, Begin (1)","Service as Chief Judge, End (1)","2nd Service as Chief Judge, Begin (1)","2nd Service as Chief Judge, End (1)",Senior Status Date (1),Termination (1),Termination Date (1),Court Type (2),Court Name (2),Appointment Title (2),Appointing President (2),Party of Appointing President (2),Reappointing President (2),Party of Reappointing President (2),ABA Rating (2),Seat ID (2),Statute Authorizing New Seat (2),Recess Appointment Date (2),Nomination Date (2),Committee Referral Date (2),Hearing Date (2),Judiciary Committee Action (2),Committee Action Date (2),Senate Vote Type (2),Ayes/Nays (2),Confirmation Date (2),Commission Date (2),"Service as Chief Judge, Begin (2)","Service as Chief Judge, End (2)","2nd Service as Chief Judge, Begin (2)","2nd Service as Chief Judge, End (2)",Senior Status Date (2),Termination (2),Termination Date (2),Court Type (3),Court Name (3),Appointment Title (3),Appointing President (3),Party of Appointing President (3),Reappointing President (3),Party of Reappointing President (3),ABA Rating (3),Seat ID (3),Statute Authorizing New Seat (3),Recess Appointment Date (3),Nomination Date (3),Committee Referral Date (3),Hearing Date (3),Judiciary Committee Action (3),Committee Action Date (3),Senate Vote Type (3),Ayes/Nays (3),Confirmation Date (3),Commission Date (3),"Service as Chief Judge, Begin (3)","Service as Chief Judge, End (3)","2nd Service as Chief Judge, Begin (3)","2nd Service as Chief Judge, End (3)",Senior Status Date (3),Termination (3),Termination Date (3),Court Type (4),Court Name (4),Appointment Title (4),Appointing President (4),Party of Appointing President (4),Reappointing President (4),Party of Reappointing President (4),ABA Rating (4),Seat ID (4),Statute Authorizing New Seat (4),Recess Appointment Date (4),Nomination Date (4),Committee Referral Date (4),Hearing Date (4),Judiciary Committee Action (4),Committee Action Date (4),Senate Vote Type (4),Ayes/Nays (4),Confirmation Date (4),Commission Date (4),"Service as Chief Judge, Begin (4)","Service as Chief Judge, End (4)","2nd Service as Chief Judge, Begin (4)","2nd Service as Chief Judge, End (4)",Senior Status Date (4),Termination (4),Termination Date (4),Court Type (5),Court Name (5),Appointment Title (5),Appointing President (5),Party of Appointing President (5),Reappointing President (5),Party of Reappointing President (5),ABA Rating (5),Seat ID (5),Statute Authorizing New Seat (5),Recess Appointment Date (5),Nomination Date (5),Committee Referral Date (5),Hearing Date (5),Judiciary Committee Action (5),Committee Action Date (5),Senate Vote Type (5),Ayes/Nays (5),Confirmation Date (5),Commission Date (5),"Service as Chief Judge, Begin (5)","Service as Chief Judge, End (5)","2nd Service as Chief Judge, Begin (5)","2nd Service as Chief Judge, End (5)",Senior Status Date (5),Termination (5),Termination Date (5),Court Type (6),Court Name (6),Appointment Title (6),Appointing President (6),Party of Appointing President (6),Reappointing President (6),Party of Reappointing President (6),ABA Rating (6),Seat ID (6),Statute Authorizing New Seat (6),Recess Appointment Date (6),Nomination Date (6),Committee Referral Date (6),Hearing Date (6),Judiciary Committee Action (6),Committee Action Date (6),Senate Vote Type (6),Ayes/Nays (6),Confirmation Date (6),Commission Date (6),"Service as Chief Judge, Begin (6)","Service as Chief Judge, End (6)","2nd Service as Chief Judge, Begin (6)","2nd Service as Chief Judge, End (6)",Senior Status Date (6),Termination (6),Termination Date (6),Other Federal Judicial Service (1),Other Federal Judicial Service (2),Other Federal Judicial Service (3),Other Federal Judicial Service (4),School (1),Degree (1),Degree Year (1),School (2),Degree (2),Degree Year (2),School (3),Degree (3),Degree Year (3),School (4),Degree (4),Degree Year (4),School (5),Degree (5),Degree Year (5),Professional Career,Other Nominations/Recess Appointments
3083,1387796,2184,John William Showalter  ,Showalter,John,William, ,2.0,8.0,1844,Mason County,KY,12.0,10.0,1898.0,Chicago,IL,Male,White,U.S. Circuit Court (1869-1911),U.S. Circuit Courts for the Seventh Circuit,Judge,Grover Cleveland,Democratic,,,,1869CC70301,28 Stat. 643,,1895-02-25,1895-02-25,,Reported (favorably),1895-03-01,Voice,  ,1895-03-01,1895-03-01,,,,,,Death,1898-12-10,U.S. Court of Appeals,U.S. Court of Appeals for the Seventh Circuit,Judge,Grover Cleveland,Democratic,,,,CA70301,28 Stat. 643,,1895-02-25,1895-02-25,,Reported (favorably),1895-03-01,Voice,  ,1895-03-01,1895-03-01,,,,,,Death,1898-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale College,,1867,Read law,,1871,,,,,,,,,,"Private practice, Chicago, Illinois, 1870-1895",
3084,1387801,2185,William B. Shubb  ,Shubb,William,B., ,,,1938,Oakland,CA,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of California,Judge,George H.W. Bush,Republican,,,Well Qualified,CAED0602, ,,8/3/1990,8/3/1990,9/21/1990,Reported (favorably),9/27/1990,Voice,  ,9/28/1990,10/1/1990,1996.0,2003.0,,,11/1/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Berkeley",A.B.,1960,"University of California, Berkeley, School of Law",J.D.,1963,,,,,,,,,,"Law clerk, Hon. Sherrill Halbert, U.S. District Court, Eastern District of California, 1963-1965; Assistant U.S. attorney, Eastern District of California, 1965-1974; chief assistant U.S. attorney, 1971-1974; Private practice, Sacramento, California, 1974-1980, 1981-1990; U.S. attorney for the Eastern District of California, 1980-1981",
3085,1394166,3467,Patty Shwartz  ,Shwartz,Patty, , ,,,1961,Paterson,NJ,,,, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA31503, ,,1/4/2013,1/4/2013,,Reported (favorably),2/14/2013,Roll Call, 64/34,4/9/2013,4/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 2003-2013",,,,Rutgers University,B.A.,1983,University of Pennsylvania Law School (now Carey Law School),J.D.,1986,,,,,,,,,,"Private practice, Philadelphia, Pennsylvania, 1986-1987; Law clerk, Hon. Harold A. Ackerman, U.S. District Court, District of New Jersey, 1987-1989; Assistant U.S. attorney, District of New Jersey, 1989-2003; deputy chief, Criminal Division, 1995-1999; chief, Criminal Division, 1999-2001, 2002-2003; executive assistant U.S. attorney, 2001-2002","Nominated to U.S. Court of Appeals for the Third Circuit, October 5, 2011; no Senate vote"
3086,1387806,2186,Samuel Hale Sibley  ,Sibley,Samuel,Hale, ,7.0,2.0,1873,Union Point,GA,10.0,13.0,1958.0, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Woodrow Wilson,Democratic,,,,GAND0301,40 Stat. 1156,,7/31/1919,8/1/1919,,Reported (favorably),8/5/1919,Voice,  ,8/5/1919,8/5/1919,,,,,,Appointment to Another Judicial Position,1/30/1931,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Herbert Hoover,Republican,,,,CA50303, ,,12/20/1930,12/20/1930,,Reported (favorably),1/12/1931,Voice,  ,1/13/1931,1/24/1931,,,,,10/1/1949,Death,10/13/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Georgia,A.B.,1892,University of Georgia School of Law,LL.B.,1893,,,,,,,,,,"Private practice, Union Point, Georgia, 1893-; Judge, Green County [Georgia] Court, 1905-1912; Judge, Greensboro [Georgia] City Court, 1912-1917; District attorney, Georgia Railroad, 1917-1919; Member, Conference of Senior Circuit Judges (now Judicial Conference of the United States), 1942-1947",
3087,1387811,2187,Frederick Lincoln Siddons  ,Siddons,Frederick,Lincoln, ,11.0,21.0,1864,London,England,6.0,19.0,1931.0,Washington,DC,Male,White,U.S. District Court,U.S. District Court for the District of Columbia (Supreme Court of the District of Columbia),Associate Justice,Woodrow Wilson,Democratic,,,,DCD0304, ,,12/9/1914,12/9/1914,,Reported (favorably),1/14/1915,Voice,  ,1/15/1915,1/15/1915,,,,,,Death,6/19/1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Commissioner, Supreme Court of the District of Columbia (now U.S. District Court for the District of Columbia), 1913-1915",,,,Columbian University School of Law (now George Washington University Law School),LL.B.,1887,Columbian University School of Law (now George Washington University Law School),LL.M.,1888,,,,,,,,,,"U.S. Department of the Treasury, 1888-; Private practice, Washington, D.C., 1890-; Professor of law, National University, 1898-; Member, Commission on Uniform State Laws for the District of Columbia","Nominated to Supreme Court of the District of Columbia (now U.S. District Court for the District of Columbia), October 21, 1914; no Senate vote"
3088,1387816,2188,Charles Proctor Sifton  ,Sifton,Charles,Proctor, ,3.0,18.0,1935,New York,NY,11.0,9.0,2009.0,Brooklyn,NY,Male,White,U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Jimmy Carter,Democratic,,,Well Qualified,NYED0702, ,,8/16/1977,9/7/1977,10/6/1977,Reported (favorably),10/11/1977,Voice,  ,10/12/1977,10/12/1977,1995.0,2000.0,,,3/18/2000,Death,11/9/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard College,B.A.,1957,Columbia Law School,LL.B.,1961,,,,,,,,,,"Fulbright Scholar, Georg August University, Gottingen, Germany, 1957-1958; Private practice, New York City, 1961-1962, 1964-1966, 1969-1977; Staff counsel, U.S. Senate Committee on Foreign Relations, 1962-1964; Assistant U.S. attorney, Southern District of New York, 1966-1969; chief appellate attorney, 1968-1969; Member, Judicial Conference of the United States, 1998-2001",
3089,1387821,2189,Laurence Hirsch Silberman  ,Silberman,Laurence,Hirsch, ,,,1935,York,PA,,,, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Ronald Reagan,Republican,,,Qualified,CADC1301,98 Stat. 333,,9/11/1985,9/11/1985,10/2/1985,Reported (favorably),10/24/1985,Voice,  ,10/25/1985,10/28/1985,,,,,11/1/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judge, Foreign Intelligence Surveillance Court of Review, 1996-2003",,,,Dartmouth College,A.B.,1957,Harvard Law School,LL.B.,1961,,,,,,,,,,"U.S. Army private, 1957-1958; Private practice, Honolulu, Hawaii, 1961-1967; Lecturer, University of Hawaii Law School, 1962-1963; Attorney, Appellate Division, National Labor Relations Board, 1967-1969; Solicitor, U.S. Department of Labor, 1969-1970; Undersecretary of labor, 1970-1973; Private practice, Washington, D.C., 1973-1974, 1978-1979, 1983-1985; Deputy attorney general, U.S. Department of Justice, 1974-1975; Ambassador to Yugoslavia, U.S. Department of State, 1975-1977; President's special envoy on International Labor Organization Affairs, 1976; American Enterprise Institute, 1977-1985; senior fellow, 1977-1978; visiting fellow, 1978-1985; Executive vice president of strategic planning, Legal and Government Affairs, Crocker National Bank, San Francisco, California, 1979-1983; Faculty, Georgetown University Law Center, 1987-; adjunct professor of law, 1987-1999; distinguished visitor from the judiciary, 2000-; Co-chair, President's Commission on the Intelligence Capabilities of the United States Regarding Weapons of Mass Destruction, 2004-2005",
3090,1387826,2190,Eugene Edward Siler Jr.,Siler,Eugene,Edward,Jr.,,,1936,Williamsburg,KY,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Kentucky,Judge,Gerald Ford,Republican,,,Qualified,KYED0202, ,,9/19/1975,9/19/1975,10/21/1975,Reported (favorably),11/10/1975,Voice,  ,11/11/1975,11/13/1975,1984.0,1991.0,,,,Appointment to Another Judicial Position,9/20/1991,U.S. District Court,U.S. District Court for the Western District of Kentucky,Judge,Gerald Ford,Republican,,,Qualified,KYWD0202, ,,9/19/1975,9/19/1975,10/21/1975,Reported (favorably),11/10/1975,Voice,  ,11/11/1975,11/13/1975,,,,,,Appointment to Another Judicial Position,9/20/1991,U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,George H.W. Bush,Republican,,,Well Qualified,CA60705, ,,6/19/1991,6/19/1991,7/24/1991,Reported (favorably),9/12/1991,Voice,  ,9/12/1991,9/16/1991,,,,,12/31/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanderbilt University,B.A.,1958,University of Virginia School of Law,LL.B.,1963,Georgetown College (now Georgetown University) Law Center,LL.M.,1964,,,,,,,"U.S. Navy midshipman, 1957; U.S. Naval Reserve lieutenant, 1958-1983; Private practice, Williamsburg, Kentucky, 1964-1970; County attorney, Whitley County, Kentucky, 1965-1970; U.S. attorney for the Eastern District of Kentucky, 1970-1975; Member, Judicial Conference of the United States, 1990-1991",
3091,1385321,1681,Roslyn O. Silver  ,Silver,Roslyn,O., ,,,1946,Phoenix,AZ,,,, , ,Female,White,U.S. District Court,U.S. District Court for the District of Arizona,Judge,William J. Clinton,Democratic,,,Well Qualified,AZD0702, ,,9/14/1994,9/14/1994,9/28/1994,Reported (favorably),10/5/1994,Voice,  ,10/7/1994,10/11/1994,2011.0,2013.0,,,9/3/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Santa Barbara",B.A.,1968,Arizona State University College of Law (now Sandra Day O’Connor College of Law),J.D.,1971,,,,,,,,,,"Law clerk, Hon. Lorna Lockwood, Arizona Supreme Court, 1971-1972; Private practice, Phoenix, Arizona, 1972-1974, 1978-1979; Advisor and litigator, Education Division, Native American Rights Fund, Navajo Nation, 1974-76; In-house labor counsel, Greyhound Corporation, 1976-1978; Trial attorney, U.S. Equal Employment Opportunity Commission, 1979-1980; Assistant attorney general, State of Arizona, 1984-1986; Assistant U.S. attorney, District of Arizona, 1980-1984, 1986-1994; chief, Criminal Division, 1989-1994",
3092,1390596,2752,Barry G. Silverman  ,Silverman,Barry,G., ,,,1951,New York,NY,,,, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,William J. Clinton,Democratic,,,Qualified,CA91403, ,,11/8/1997,11/8/1997,11/12/1997,Reported (favorably),11/13/1997,Voice,  ,1/28/1998,2/4/1998,,,,,10/11/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the District of Arizona, 1995-1998",,,,Arizona State University,B.A.,1973,Arizona State University College of Law (now Sandra Day O’Connor College of Law),J.D.,1976,,,,,,,,,,"Assistant city prosecutor, Phoenix, Arizona, 1976-1977; Deputy county attorney, Maricopa County, Arizona, 1977-1979; Commissioner, Superior Court of Arizona, Maricopa County, 1979-1984; Judge, Superior Court of Arizona, Maricopa County, 1984-1995",
3093,1387831,2191,Jerome B. Simandle  ,Simandle,Jerome,B., ,4.0,29.0,1949,Binghamton,NY,7.0,19.0,2019.0, , ,Male,White,U.S. District Court,U.S. District Court for the District of New Jersey,Judge,George H.W. Bush,Republican,,,Well Qualified,NJD1901,104 Stat. 5089,,4/1/1992,4/1/1992,5/14/1992,Reported (favorably),5/21/1992,Voice,  ,5/21/1992,5/26/1992,2012.0,2017.0,,,5/31/2017,Death,7/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate, U.S. District Court for the District of New Jersey, 1983-1992",,,,Princeton University,B.S.E.,1971,"Stockholm University, Sweden",Diploma in Social Science,1975,University of Pennsylvania Law School (now Carey Law School),J.D.,1976,,,,,,,"Law clerk, Hon. John F. Gerry, U.S. District Court, District of New Jersey, 1976-1978; Assistant U.S. attorney, District of New Jersey, 1978-1983; attorney in charge of Trenton office, 1982-1983",
3094,1387836,2192,Paul Allen Simmons  ,Simmons,Paul,Allen, ,8.0,31.0,1921,Monongahela,PA,10.0,9.0,2014.0,Monongahela,PA,Male,African American,U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,Jimmy Carter,Democratic,,,Qualified,PAWD0116, ,,1/26/1978,1/26/1978,2/9/1978,Reported (favorably),4/5/1978,Voice,  ,4/6/1978,4/7/1978,,,,,6/1/1990,Death,10/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Pittsburgh,B.A.,1946,Harvard Law School,J.D.,1949,,,,,,,,,,"Professor, South Carolina State College Law School, Orangeburg, South Carolina, 1949-1952; Professor, North Carolina College Law School, Durham, North Carolina, 1952-1956; Private practice, Monongahela, Pennsylvania, 1956-1973; Judge, Court of Common Pleas of Washington County [Pennsylvania], 1973-1978","Nominated to U.S. District Court for the Western District of Pennsylvania, November 22, 1977; no Senate vote"
3095,1393726,3378,Michael H. Simon  ,Simon,Michael,H., ,,,1956,New York,NY,,,, , ,Male,White,U.S. District Court,U.S. District Court for the District of Oregon,Judge,Barack Obama,Democratic,,,Well Qualified,ORD0111, ,,1/5/2011,1/5/2011,,Reported (favorably),2/17/2011,Roll Call, 64/35,6/21/2011,6/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Los Angeles",B.A.,1978,Harvard Law School,J.D.,1981,,,,,,,,,,"Trial attorney, Antitrust Division, U.S. Department of Justice, 1981-1986; Private practice, Portland, Oregon, 1986-2011","Nominated to U.S. District Court for the District of Oregon, July 14, 2010; no Senate vote"
3096,1391801,2993,Philip P. Simon  ,Simon,Philip,P., ,,,1962,Pittsburgh,PA,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Indiana,Judge,George W. Bush,Republican,,,Well Qualified,INND0402, ,,1/29/2003,1/29/2003,3/12/2003,Reported (favorably),3/20/2003,Voice,  ,3/27/2003,3/27/2003,2010.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Iowa,B.A.,1984,Indiana University Maurer School of Law,J.D.,1987,,,,,,,,,,"Private practice, Chicago, Illinois, 1987-1990; Assistant U.S. attorney, Northern District of Indiana, 1990-1997, 1999-2003; chief, Criminal Division, 1999-2003; Adjunct professor of law, Valparaiso University School of Law, 1996-1997, 1999-2000; Assistant U.S. attorney, District of Arizona, 1997-1999","Nominated to U.S. Court of Appeals for the Seventh Circuit, September 26, 2008; no Senate vote"
3097,1387841,2193,Charles Casper Simons  ,Simons,Charles,Casper, ,5.0,21.0,1876,Detroit,MI,2.0,2.0,1964.0, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,Warren G. Harding,Republican,,,,MIED0201,42 Stat. 837,,1/31/1923,1/31/1923,,Reported (favorably),2/5/1923,Voice,  ,2/6/1923,2/6/1923,,,,,,Appointment to Another Judicial Position,2/2/1932,U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Herbert Hoover,Republican,,,,CA60204, ,,1/8/1932,1/8/1932,,Reported (favorably),1/25/1932,Voice,  ,1/26/1932,1/29/1932,1952.0,1958.0,,,9/15/1959,Death,2/2/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Michigan,B.L.,1898,University of Michigan Law School,LL.B.,1900,,,,,,,,,,"Private practice, Detroit, Michigan, 1900-1923; State senator, Michigan, 1903-1904; Commissioner, Michigan Circuit Court, Wayne County, 1905-1906; Member, Michigan constitutional convention, 1908; Member, Judicial Conference of the United States, 1952-1958",
3098,1387846,2194,Charles Earl Simons Jr.,Simons,Charles,Earl,Jr.,8.0,17.0,1916,Johnston,SC,10.0,26.0,1999.0,Aiken,SC,Male,White,U.S. District Court,U.S. District Court for the Eastern District of South Carolina,Judge,Lyndon B. Johnson,Democratic,,,Qualified,SCED0106, ,,4/15/1964,4/15/1964,4/22/1964,Reported (favorably),4/29/1964,Voice,  ,4/30/1964,5/1/1964,,,,,,Reassignment,11/1/1965,U.S. District Court,U.S. District Court for the District of South Carolina,Judge,None (reassignment),None (reassignment),,,,SCD0401,79 Stat. 951,,,,,,,,  ,,11/1/1965,1980.0,1986.0,,,8/17/1986,Death,10/26/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Carolina,A.B.,1937,University of South Carolina School of Law,LL.B.,1939,,,,,,,,,,"Private practice, Aiken, South Carolina, 1939-1964; U.S. Naval Reserve lieutenant, 1942-1945; State representative, South Carolina, 1942, 1947-1948, 1960-1964; Member, Judicial Conference of the United States, 1973-1979",
3099,1387851,2195,Charles Henry Simonton  ,Simonton,Charles,Henry, ,7.0,11.0,1829,Charleston,SC,4.0,25.0,1904.0,Philadelphia,PA,Male,White,U.S. District Court,U.S. District Court for the District of South Carolina,Judge,Grover Cleveland,Democratic,,,,SCD0108, ,1886-09-03,1886-12-09,1886-12-14,,Reported (favorably),1887-01-11,Voice,  ,1887-01-13,1887-01-13,,,,,,Appointment to Another Judicial Position,1893-12-28,U.S. Circuit Court (1869-1911),U.S. Circuit Courts for the Fourth Circuit,Judge,Grover Cleveland,Democratic,,,,1869CC40102, ,,1893-12-11,1893-12-11,,Reported (favorably),1893-12-19,Voice,  ,1893-12-19,1893-12-19,,,,,,Death,4/25/1904,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,Grover Cleveland,Democratic,,,,CA40102, ,,1893-12-11,1893-12-11,,Reported (favorably),1893-12-19,Voice,  ,1893-12-19,1893-12-19,,,,,,Death,4/25/1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Carolina College (now University of South Carolina),,1849,Read law,,1851,,,,,,,,,,"Private practice, Charleston, South Carolina, 1851-1886; Assistant clerk, South Carolina House of Representatives, 1851-1852; State representative, South Carolina, 1858-1862, 1865-1866, 1877-1886; Confederate Army colonel, 1861-1865",
3100,1387856,2196,Charles Ralph Simpson III,Simpson,Charles,Ralph,III,,,1945,Cleveland,OH,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Kentucky,Judge,Ronald Reagan,Republican,,,Qualified,KYWD0303, ,,6/6/1986,6/6/1986,6/18/1986,Reported (favorably),7/31/1986,Voice,  ,8/1/1986,8/4/1986,1994.0,2001.0,,,2/1/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Louisville,B.A.,1967,University of Louisville School of Law (now Louis D. Brandeis School of Law),J.D.,1970,,,,,,,,,,"Private practice, Louisville, Kentucky, 1971-1986; Part-time staff counsel, Jefferson County [Kentucky] Judge/Executive, 1978-1984; Alcoholic beverage control administrator, Jefferson County [Kentucky], 1983-1984; City clerk, Rolling Fields, Kentucky, 1985-1986; Member, Judicial Conference of the United States, 2006-2007",
3101,1387861,2197,John Milton Bryan Simpson  ,Simpson,John,Milton Bryan, ,5.0,30.0,1903,Kissimmee,FL,8.0,22.0,1987.0, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Harry S Truman,Democratic,,,,FLSD0402, ,,9/14/1950,9/14/1950,,Reported (favorably),9/23/1950,Voice,  ,9/23/1950,9/26/1950,1961.0,1962.0,,,,Reassignment,10/29/1962,U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,None (reassignment),None (reassignment),,,,FLMD0101,76 Stat. 247,,,,,,,,  ,,10/29/1962,1962.0,1966.0,,,,Appointment to Another Judicial Position,11/22/1966,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Lyndon B. Johnson,Democratic,,,Well Qualified,CA51201,80 Stat. 75,,10/11/1966,10/11/1966,10/18/1966,Reported (favorably),10/20/1966,Voice,  ,10/20/1966,11/3/1966,,,,,6/30/1975,Reassignment,10/1/1981,U.S. Court of Appeals,U.S. Court of Appeals for the Eleventh Circuit,Judge,None (reassignment),None (reassignment),,,,CA11SR,94 Stat. 1994,,,,,,,,  ,,10/1/1981,,,,,,Death,8/22/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Florida College of Law (now Fredric G. Levin College of Law),LL.B.,1926,,,,,,,,,,,,,"Private practice, Jacksonville, Florida, 1926-1946; Assistant state's attorney, Fourth Judicial Circuit, Florida, 1933-1939; Judge, Duval County [Florida] Criminal Court of Record, 1939-1943, 1945-1946; U.S. Army first lieutenant, 1943-1945; Judge, Circuit Court of Florida, Fourth Judicial Circuit, 1946-1950; Member, Judicial Conference of the United States, 1962-1965",
